number_of_threads,parallel_time,serial_time,matrix_dimension
1,0.7178783416748047,0.10371208190917969,500
2,0.5276203155517578,0.09846687316894531,500
3,0.5784034729003906,0.09584426879882812,500
4,0.8006095886230469,0.09894371032714844,500
8,0.6923675537109375,0.1983642578125,500
16,1.8291473388671875,0.09918212890625,500
32,1.6024112701416016,0.09799003601074219,500
