number_of_threads,parallel_time,serial_time,matrix_dimension
1,10.335922241210938,10.148286819458008,500
2,20.681142807006836,10.666847229003906,500
3,25.85148811340332,8.755207061767578,500
4,27.639150619506836,13.666152954101562,500
8,64.82887268066406,8.024454116821289,500
16,115.47398567199707,9.26518440246582,500
32,197.18503952026367,7.296562194824219,500
