number_of_threads,theoretical_speed_up,real_speed_up,max_speed_up
1,1.0,1.0,3.0048640351786937
2,1.5006072659565928,1.5167035634494708,3.138246940686675
4,2.001620031744332,2.4268832652665733,4.628168803400001
8,2.4027225354492483,3.444443286852237,5.292679803190412
16,2.6702686823362027,5.388849966576116,7.61771808371647
32,2.8277027964659203,12.723867218165427,20.462604622377373
