number_of_threads,parallel_time,serial_time,matrix_dimension
4,40.01879692077637,11.023521423339844,2
4,31.272411346435547,22.38297462463379,4
4,32.21607208251953,22.589683532714844,8
4,59.31496620178223,9.898900985717773,16
4,53.644418716430664,22.88818359375,32
4,214.00690078735352,46.062469482421875,64
4,744.3692684173584,206.61449432373047,100
4,6665.740728378296,1639.871597290039,200
4,23741.173267364502,5314.3603801727295,300
4,159828.63998413086,13177.682876586914,400
