matrix_dimension,parallel_time,serial_time
2,16.482830047607422,4.413366317749023
4,10.66899299621582,4.666328430175781
8,11.582136154174805,4.049062728881836
16,23.323774337768555,11.903524398803711
32,88.9425277709961,9.19651985168457
64,377.2602081298828,49.44729804992676
