matrix_dimension,parallel_time,serial_time
2,0.446319580078125,0.031232833862304688
4,13.869762420654297,0.15592575073242188
8,3.5066604614257812,0.30612945556640625
16,7.831096649169922,1.054525375366211
32,45.64476013183594,6.587028503417969
64,361.5424633026123,34.04855728149414
100,1450.4468441009521,128.2522678375244
300,40013.5977268219,2582.045555114746
