number_of_threads,parallel_time,serial_time,matrix_dimension
4,26.69215202331543,8.617639541625977,2
4,28.904438018798828,21.909236907958984,4
4,149.36327934265137,8.553028106689453,8
4,32.71985054016113,9.98067855834961,16
4,79.4365406036377,18.38541030883789,32
4,281.86726570129395,149.0926742553711,64
4,1123.4750747680664,645.5812454223633,100
4,29322.584867477417,19219.963312149048,300
