number_of_threads,parallel_time,serial_time,matrix_dimension
1,5.084514617919922,3.9446353912353516,500
2,6.6375732421875,5.241155624389648,500
3,8.5601806640625,4.869222640991211,500
4,10.52999496459961,4.651069641113281,500
8,37.116289138793945,4.752397537231445,500
16,45.415401458740234,4.700899124145508,500
32,74.5389461517334,4.936933517456055,500
