number_of_threads,parallel_time,serial_time,matrix_dimension
4,33.103227615356445,26.36861801147461,2
4,38.636207580566406,12.801408767700195,4
4,38.94662857055664,26.82328224182129,8
4,41.731834411621094,11.095762252807617,16
4,91.14885330200195,15.094280242919922,32
4,278.8736820220947,50.33230781555176,64
4,756.7658424377441,208.6622714996338,100
4,23710.62445640564,6019.118547439575,300
