number_of_threads,parallel_time,serial_time,matrix_dimension
1,3178.8623332977295,537.2769832611084,100
2,2735.1911067962646,537.8396511077881,100
3,2217.7364826202393,543.8246726989746,100
4,1868.114948272705,537.9154682159424,100
8,1906.4993858337402,584.0303897857666,100
16,1838.134765625,536.1707210540771,100
32,1919.5241928100586,579.0519714355469,100
64,1897.0832824707031,517.7798271179199,100
128,2035.7921123504639,521.1832523345947,100
