matrix_dimension,parallel_time,serial_time
2,1.4100074768066406,2.422809600830078
4,1.7900466918945312,3.27301025390625
16,8.985042572021484,7.999897003173828
64,557.0411682128906,226.17149353027344
100,2036.4773273468018,702.1048069000244
200,17703.527450561523,5522.381067276001
300,67648.32186698914,19749.79329109192
