number_of_threads,parallel_time,serial_time,matrix_dimension
1,2716.657876968384,613.1656169891357,100
2,2333.233118057251,605.5300235748291,100
3,1750.3705024719238,608.5371971130371,100
4,1775.2773761749268,637.9451751708984,100
8,1777.4484157562256,643.7978744506836,100
16,1838.029384613037,613.466739654541,100
32,2003.6768913269043,618.3676719665527,100
64,1804.5711517333984,641.2525177001953,100
128,2157.0281982421875,621.368408203125,100
